Date,IBX
2014-09-11,23953.09
2014-09-12,23385.27
2014-09-15,23770.58
2014-09-16,24228.26
2014-09-17,24231.3
2014-09-18,23949.16
2014-09-19,23717.99
2014-09-22,23324.96
2014-09-23,23216.88
2014-09-24,23334.27
2014-09-25,22993.93
2014-09-26,23488.58
2014-09-29,22475.27
2014-09-30,22286.43
2014-10-01,21781.64
2014-10-02,22026.25
2014-10-03,22436.81
2014-10-06,23438.87
2014-10-07,23565.86
2014-10-08,23416.34
2014-10-09,23495.13
2014-10-10,22722.14
2014-10-13,23746.09
2014-10-14,23771.08
2014-10-15,23027.99
2014-10-16,22311.25
2014-10-17,22868.83
2014-10-20,22308.9
2014-10-21,21562.37
2014-10-22,21550.57
2014-10-23,20876.76
2014-10-24,21361.75
2014-10-27,20816.37
2014-10-28,21560.48
2014-10-29,21068.37
2014-10-30,21578.7
2014-10-31,22497.78
2014-11-03,22238.69
2014-11-04,22404.45
2014-11-05,22137.18
2014-11-06,21716.38
2014-11-07,21946.15
2014-11-10,21756.56
2014-11-11,21661.74
2014-11-12,21858.5
2014-11-13,21409.6
2014-11-14,21383.24
2014-11-17,21173.61
2014-11-18,21505.74
2014-11-19,22032.36
2014-11-21,23080.85
2014-11-24,22829.11
2014-11-25,22881.76
2014-11-26,22697.08
2014-11-27,22562.88
2014-11-28,22567.86
2014-12-01,21598.42
2014-12-02,21342.25
2014-12-03,21617.0
2014-12-04,21258.28
2014-12-05,21468.77
2014-12-08,20794.32
2014-12-09,20745.66
2014-12-10,20498.75
2014-12-11,20624.14
2014-12-12,19880.2
2014-12-15,19486.56
2014-12-16,19463.37
2014-12-17,20147.11
2014-12-18,20071.57
2014-12-19,20545.45
2014-12-22,20729.47
2014-12-23,21029.14
2014-12-26,20740.65
2014-12-29,20933.06
2014-12-30,20702.53
2015-01-02,20117.09
2015-01-05,19711.89
2015-01-06,19883.88
2015-01-07,20464.78
2015-01-08,20632.89
2015-01-09,20186.02
2015-01-12,19931.07
2015-01-13,19877.25
2015-01-14,19740.88
2015-01-15,19873.4
2015-01-16,20276.72
2015-01-19,19781.99
2015-01-20,19820.84
2015-01-21,20350.16
2015-01-22,20435.34
2015-01-23,20181.64
2015-01-26,20096.06
2015-01-27,20100.97
2015-01-28,19772.87
2015-01-29,19814.06
2015-01-30,19485.08
2015-02-02,19770.16
2015-02-03,20270.11
2015-02-04,20389.08
2015-02-05,20386.8
2015-02-06,20216.04
2015-02-09,20449.37
2015-02-10,20120.55
2015-02-11,19990.93
2015-02-12,20491.34
2015-02-13,20909.3
2015-02-18,21179.17
2015-02-19,21199.11
2015-02-20,21161.08
2015-02-23,21188.26
2015-02-24,21427.62
2015-02-25,21410.86
2015-02-26,21405.86
2015-02-27,21302.1
2015-03-02,21090.98
2015-03-03,21208.54
2015-03-04,20880.31
2015-03-05,20845.74
2015-03-06,20686.93
2015-03-09,20374.83
2015-03-10,20022.13
2015-03-11,20269.0
2015-03-12,20284.32
2015-03-13,20162.75
2015-03-16,20249.32
2015-03-17,20794.2
2015-03-18,21296.35
2015-03-19,21082.17
2015-03-20,21471.9
2015-03-23,21441.14
2015-03-24,21293.94
2015-03-25,21428.75
2015-03-26,20932.2
2015-03-27,20760.07
2015-03-30,21217.5
2015-03-31,21194.72
2015-04-01,21656.06
2015-04-02,21969.07
2015-04-06,22228.6
2015-04-07,22216.41
2015-04-08,22199.82
2015-04-09,22238.93
2015-04-10,22386.68
2015-04-13,22392.77
2015-04-14,22303.83
2015-04-15,22647.0
2015-04-16,22549.31
2015-04-17,22267.45
2015-04-20,22191.13
2015-04-22,22507.53
2015-04-23,22913.43
2015-04-24,23242.73
2015-04-27,22838.66
2015-04-28,22922.89
2015-04-29,22787.9
2015-04-30,23126.62
2015-05-04,23572.79
2015-05-05,23847.65
2015-05-06,23503.42
2015-05-07,23440.01
2015-05-08,23550.72
2015-05-11,23573.4
2015-05-12,23415.49
2015-05-13,23246.44
2015-05-14,23383.69
2015-05-15,23634.58
2015-05-18,23228.29
2015-05-19,22966.89
2015-05-20,22731.24
2015-05-21,22810.06
2015-05-22,22520.63
2015-05-25,22616.98
2015-05-26,22205.5
2015-05-27,22447.87
2015-05-28,22333.9
2015-05-29,21861.23
2015-06-01,21980.89
2015-06-02,22457.66
2015-06-03,22179.24
2015-06-05,21983.69
2015-06-08,21914.61
2015-06-09,21918.25
2015-06-10,22324.83
2015-06-11,22246.14
2015-06-12,22109.67
2015-06-15,22022.58
2015-06-16,22244.83
2015-06-17,22075.81
2015-06-18,22449.79
2015-06-19,22271.23
2015-06-22,22330.93
2015-06-23,22298.58
2015-06-24,22311.09
2015-06-25,22059.09
2015-06-26,22390.21
2015-06-29,21984.73
2015-06-30,22028.63
2015-07-01,21919.63
2015-07-02,22072.61
2015-07-03,21865.82
2015-07-06,21726.54
2015-07-07,21822.13
2015-07-08,21592.6
2015-07-10,21903.14
2015-07-13,22103.18
2015-07-14,22161.17
2015-07-15,22048.19
2015-07-16,22105.15
2015-07-17,21815.21
2015-07-20,21533.7
2015-07-21,21496.87
2015-07-22,21284.08
2015-07-23,20834.04
2015-07-24,20607.44
2015-07-27,20407.68
2015-07-28,20720.91
2015-07-29,20973.26
2015-07-30,20855.49
2015-07-31,21270.68
2015-08-03,20991.67
2015-08-04,20972.66
2015-08-05,21045.12
2015-08-06,20912.05
2015-08-07,20345.08
2015-08-10,20636.38
2015-08-11,20526.72
2015-08-12,20240.17
2015-08-13,20096.2
2015-08-14,19899.42
2015-08-17,19787.08
2015-08-18,19884.15
2015-08-19,19523.42
2015-08-20,19523.47
2015-08-21,19138.24
2015-08-24,18576.75
2015-08-25,18675.9
2015-08-26,19277.2
2015-08-27,19938.59
2015-08-28,19735.71
2015-08-31,19515.71
2015-09-01,19042.02
2015-09-02,19420.41
2015-09-03,19788.85
2015-09-04,19447.16
2015-09-08,19526.44
2015-09-09,19466.95
2015-09-10,19398.09
2015-09-11,19365.46
2015-09-14,19722.64
2015-09-15,19773.79
2015-09-16,20242.77
2015-09-17,20257.14
2015-09-18,19745.61
2015-09-21,19468.86
2015-09-22,19351.64
2015-09-23,18992.07
2015-09-24,18969.96
2015-09-25,18801.35
2015-09-28,18471.33
2015-09-29,18546.31
2015-09-30,18910.0
2015-10-01,19014.13
2015-10-02,19695.16
2015-10-05,19937.97
2015-10-06,19960.33
2015-10-07,20395.01
2015-10-08,20445.05
2015-10-09,20535.91
2015-10-13,19779.74
2015-10-14,19501.62
2015-10-15,19704.19
2015-10-16,19756.62
2015-10-19,19840.37
2015-10-20,19722.24
2015-10-21,19708.1
2015-10-22,20001.68
2015-10-23,19935.45
2015-10-26,19780.17
2015-10-27,19729.92
2015-10-28,19592.67
2015-10-29,19133.24
2015-10-30,19166.54
2015-11-03,19993.43
2015-11-04,19863.08
2015-11-05,20024.16
2015-11-06,19565.99
2015-11-09,19276.22
2015-11-10,19257.19
2015-11-11,19612.95
2015-11-12,19528.4
2015-11-13,19404.55
2015-11-16,19522.18
2015-11-17,19689.16
2015-11-18,19749.28
2015-11-19,20028.29
2015-11-23,20036.51
2015-11-24,20075.04
2015-11-25,19549.0
2015-11-26,19669.76
2015-11-27,19167.53
2015-11-30,18848.07
2015-12-01,18851.89
2015-12-02,18807.65
2015-12-03,19390.92
2015-12-04,18971.59
2015-12-07,18928.45
2015-12-08,18597.55
2015-12-09,19230.33
2015-12-10,19034.66
2015-12-11,18900.45
2015-12-14,18669.74
2015-12-15,18694.73
2015-12-16,18763.23
2015-12-17,18872.92
2015-12-18,18340.36
2015-12-21,18088.45
2015-12-22,18201.55
2015-12-23,18428.33
2015-12-28,18341.23
2015-12-29,18282.23
2015-12-30,18133.57
2016-01-04,17613.72
2016-01-05,17735.72
2016-01-06,17483.42
2016-01-07,17027.97
2016-01-08,17014.88
2016-01-11,16732.19
2016-01-12,16584.01
2016-01-13,16357.96
2016-01-14,16561.44
2016-01-15,16187.3
2016-01-18,15927.16
2016-01-19,15989.29
2016-01-20,15807.17
2016-01-21,15821.59
2016-01-22,15975.48
2016-01-26,15757.63
2016-01-27,16150.08
2016-01-28,16260.27
2016-01-29,16999.51
2016-02-01,17066.11
2016-02-02,16288.28
2016-02-03,16664.88
2016-02-04,17144.38
2016-02-05,17057.73
2016-02-10,16965.26
2016-02-11,16547.6
2016-02-12,16732.88
2016-02-15,16837.65
2016-02-16,17181.69
2016-02-17,17456.43
2016-02-18,17425.41
2016-02-19,17441.57
2016-02-22,18112.44
2016-02-23,17827.33
2016-02-24,17640.36
2016-02-25,17564.34
2016-02-26,17430.79
2016-02-29,17899.49
2016-03-01,18428.14
2016-03-02,18717.82
2016-03-03,19581.39
2016-03-04,20302.12
2016-03-07,20363.34
2016-03-08,20308.62
2016-03-09,20152.95
2016-03-10,20497.38
2016-03-11,20510.69
2016-03-14,20206.6
2016-03-15,19545.22
2016-03-16,19792.63
2016-03-17,21011.46
2016-03-18,20959.08
2016-03-21,21122.54
2016-03-22,21064.83
2016-03-23,20559.58
2016-03-24,20541.17
2016-03-28,21002.02
2016-03-29,21131.93
2016-03-30,21150.01
2016-03-31,20658.58
2016-04-01,20858.87
2016-04-04,20153.41
2016-04-05,20265.02
2016-04-06,19893.91
2016-04-07,20055.02
2016-04-08,20736.08
2016-04-11,20664.85
2016-04-12,21361.22
2016-04-13,21813.48
2016-04-14,21544.53
2016-04-15,21878.34
2016-04-18,21752.54
2016-04-19,22051.42
2016-04-20,22011.68
2016-04-22,21761.18
2016-04-25,21361.2
2016-04-26,21834.43
2016-04-27,22375.31
2016-04-28,22294.83
2016-04-29,22133.32
2016-05-02,22005.96
2016-05-03,21509.82
2016-05-04,21627.68
2016-05-05,21275.5
2016-05-06,21283.99
2016-05-09,20994.72
2016-05-10,21810.79
2016-05-11,21713.16
2016-05-12,21928.14
2016-05-13,21357.28
2016-05-16,21346.1
2016-05-17,20962.34
2016-05-18,20841.56
2016-05-19,20673.1
2016-05-20,20528.57
2016-05-23,20369.96
2016-05-24,20386.1
2016-05-25,20435.99
2016-05-27,20278.88
2016-05-30,20238.3
2016-05-31,20051.35
2016-06-01,20263.53
2016-06-02,20607.48
2016-06-03,20899.71
2016-06-06,20820.32
2016-06-07,20832.64
2016-06-08,21279.45
2016-06-09,21086.85
2016-06-10,20419.02
2016-06-13,20526.72
2016-06-14,20112.4
2016-06-15,20218.43
2016-06-16,20414.88
2016-06-17,20457.32
2016-06-20,20781.8
2016-06-21,21001.88
2016-06-22,20752.0
2016-06-23,21330.25
2016-06-24,20763.57
2016-06-27,20427.83
2016-06-28,20744.81
2016-06-29,21136.0
2016-06-30,21350.09
2016-07-01,21615.63
2016-07-04,21757.99
2016-07-05,21496.97
2016-07-06,21512.63
2016-07-07,21566.85
2016-07-08,22018.7
2016-07-11,22363.74
2016-07-12,22487.33
2016-07-13,22621.07
2016-07-14,22980.64
2016-07-15,23018.17
2016-07-18,23384.73
2016-07-19,23477.97
2016-07-20,23431.61
2016-07-21,23461.65
2016-07-22,23613.64
2016-07-25,23563.85
2016-07-26,23517.27
2016-07-27,23550.41
2016-07-28,23477.77
2016-07-29,23765.69
2016-08-01,23568.46
2016-08-02,23333.9
2016-08-03,23677.88
2016-08-04,23903.34
2016-08-05,23949.59
2016-08-08,23930.48
2016-08-09,23944.65
2016-08-10,23636.12
2016-08-11,24195.4
2016-08-12,24197.91
2016-08-15,24518.98
2016-08-16,24410.7
2016-08-17,24587.54
2016-08-18,24527.07
2016-08-19,24491.3
2016-08-22,23950.86
2016-08-23,24031.0
2016-08-24,23913.5
2016-08-25,23916.52
2016-08-26,23935.8
2016-08-29,24298.84
2016-08-30,24293.59
2016-08-31,24031.81
2016-09-01,24167.14
2016-09-02,24732.13
2016-09-05,24711.34
2016-09-06,24959.05
2016-09-08,25001.94
2016-09-09,24106.16
2016-09-12,24327.45
2016-09-13,23620.61
2016-09-14,23711.51
2016-09-15,24043.94
2016-09-16,23707.43
2016-09-19,23809.99
2016-09-20,23973.01
2016-09-21,24221.35
2016-09-22,24465.14
2016-09-23,24330.74
2016-09-26,24073.56
2016-09-27,24196.75
2016-09-28,24584.39
2016-09-29,24180.18
2016-09-30,24176.69
2016-10-03,24616.55
2016-10-04,24572.85
2016-10-05,24925.49
2016-10-06,25089.16
2016-10-07,25265.92
2016-10-10,25495.13
2016-10-11,25232.61
2016-10-13,25280.62
2016-10-14,25531.89
2016-10-17,25900.3
2016-10-18,26336.51
2016-10-19,26216.39
2016-10-20,26347.2
2016-10-21,26463.47
2016-10-24,26450.56
2016-10-25,26367.03
2016-10-26,26346.77
2016-10-27,26513.4
2016-10-28,26540.66
2016-10-31,26776.52
2016-11-01,26119.55
2016-11-03,25486.23
2016-11-04,25412.25
2016-11-07,26373.87
2016-11-08,26415.93
2016-11-09,26047.0
2016-11-10,25179.94
2016-11-11,24362.65
2016-11-14,24533.21
2016-11-16,24991.3
2016-11-17,24606.66
2016-11-18,24684.65
2016-11-21,25110.26
2016-11-22,25442.41
2016-11-23,25444.88
2016-11-24,25237.46
2016-11-25,25295.23
2016-11-28,25792.03
2016-11-29,25077.88
2016-11-30,25437.08
2016-12-01,24462.1
2016-12-02,24754.14
2016-12-05,24563.79
2016-12-06,25053.99
2016-12-07,25178.57
2016-12-08,24904.23
2016-12-09,24845.97
2016-12-12,24322.92
2016-12-13,24378.65
2016-12-14,23958.33
2016-12-15,24036.28
2016-12-16,24043.42
2016-12-19,23552.94
2016-12-20,23708.55
2016-12-21,23740.47
2016-12-22,23596.58
2016-12-23,23862.91
2016-12-26,24134.49
2016-12-27,24167.45
2016-12-28,24609.5
2016-12-29,24788.04
2017-01-02,24538.78
2017-01-03,25419.96
2017-01-04,25352.17
2017-01-05,25546.98
2017-01-06,25375.58
2017-01-09,25392.45
2017-01-10,25552.46
2017-01-11,25660.88
2017-01-12,26282.31
2017-01-13,26177.14
2017-01-16,26248.72
2017-01-17,26463.1
2017-01-18,26367.4
2017-01-19,26266.48
2017-01-20,26505.2
2017-01-23,26984.92
2017-01-24,27031.74
2017-01-26,27191.29
2017-01-27,27116.07
2017-01-30,26423.51
2017-01-31,26574.87
2017-02-01,26645.72
2017-02-02,26562.07
2017-02-03,26729.53
2017-02-06,26354.11
2017-02-07,26433.64
2017-02-08,26695.13
2017-02-09,26747.95
2017-02-10,27205.54
2017-02-13,27551.63
2017-02-14,27438.46
2017-02-15,27946.14
2017-02-16,27894.79
2017-02-17,27869.45
2017-02-20,28177.86
2017-02-21,28396.95
2017-02-22,28199.48
2017-02-23,27769.25
2017-02-24,27452.89
2017-03-01,27589.99
2017-03-02,27143.27
2017-03-03,27506.61
2017-03-06,27358.9
2017-03-07,27123.29
2017-03-08,26699.45
2017-03-09,26630.62
2017-03-10,26675.29
2017-03-13,27029.98
2017-03-14,26701.29
2017-03-15,27298.22
2017-03-16,27131.56
2017-03-17,26505.09
2017-03-20,26748.21
2017-03-21,26003.89
2017-03-22,26209.66
2017-03-23,26230.8
2017-03-24,26353.04
2017-03-27,26522.16
2017-03-28,26657.8
2017-03-29,27014.6
2017-03-30,26904.68
2017-03-31,26806.42
2017-04-03,26905.54
2017-04-04,27120.55
2017-04-05,26738.7
2017-04-06,26508.99
2017-04-07,26659.49
2017-04-10,26672.91
2017-04-11,26567.87
2017-04-12,26382.81
2017-04-13,25974.92
2017-04-17,26583.5
2017-04-18,26516.13
2017-04-19,26225.91
2017-04-20,26350.91
2017-04-24,26589.13
2017-04-25,26903.5
2017-04-26,26788.55
2017-04-27,26722.77
2017-04-28,27041.8
2017-05-02,27593.81
2017-05-03,27366.93
2017-05-04,26888.35
2017-05-05,27239.74
2017-05-08,27181.85
2017-05-09,27487.02
2017-05-10,27923.99
2017-05-11,28011.92
2017-05-12,28268.18
2017-05-15,28358.51
2017-05-16,28460.31
2017-05-17,28000.85
2017-05-18,25537.22
2017-05-19,25977.59
2017-05-22,25564.89
2017-05-23,25992.52
2017-05-24,26244.1
2017-05-25,26229.9
2017-05-26,26594.7
2017-05-29,26466.46
2017-05-30,26545.88
2017-05-31,26052.92
2017-06-01,25881.08
2017-06-02,25969.32
2017-06-05,25938.94
2017-06-06,26148.89
2017-06-07,26253.61
2017-06-08,26077.96
2017-06-09,25863.03
2017-06-12,25657.32
2017-06-13,25716.86
2017-06-14,25754.61
2017-06-16,25658.7
2017-06-19,25805.46
2017-06-20,25306.03
2017-06-21,25275.79
2017-06-22,25477.35
2017-06-23,25412.21
2017-06-26,25847.75
2017-06-27,25642.45
2017-06-28,25769.26
2017-06-29,25847.49
2017-06-30,26130.63
2017-07-03,26280.43
2017-07-04,26266.43
2017-07-05,26243.29
2017-07-06,25981.36
2017-07-07,25925.56
2017-07-10,26208.25
2017-07-11,26521.59
2017-07-12,26943.63
2017-07-13,27099.97
2017-07-14,27207.83
2017-07-17,27124.96
2017-07-18,27174.43
2017-07-19,27103.23
2017-07-20,27024.98
2017-07-21,26934.4
2017-07-24,27095.62
2017-07-25,27317.07
2017-07-26,27056.33
2017-07-27,27165.79
2017-07-28,27243.85
2017-07-31,27413.77
2017-08-01,27649.38
2017-08-02,27897.85
2017-08-03,27765.06
2017-08-04,27812.25
2017-08-07,28218.49
2017-08-08,28192.35
2017-08-09,28099.48
2017-08-10,27814.71
2017-08-11,27974.4
2017-08-14,28347.33
2017-08-15,28374.37
2017-08-16,28471.13
2017-08-17,28222.73
2017-08-18,28513.6
2017-08-21,28491.15
2017-08-22,29039.06
2017-08-23,29227.01
2017-08-24,29505.96
2017-08-25,29484.75
2017-08-28,29475.27
2017-08-29,29587.39
2017-08-30,29427.63
2017-08-31,29427.9
2017-09-01,29846.46
2017-09-04,29947.76
2017-09-05,29968.95
2017-09-06,30458.47
2017-09-08,30350.46
2017-09-11,30843.98
2017-09-12,30914.93
2017-09-13,31034.25
2017-09-14,31011.38
2017-09-15,31452.32
2017-09-18,31539.84
2017-09-19,31528.46
2017-09-20,31538.06
2017-09-21,31369.28
2017-09-22,31295.61
2017-09-25,30880.22
2017-09-26,30821.56
2017-09-27,30586.15
2017-09-28,30487.08
2017-09-29,30808.59
2017-10-02,30834.8
2017-10-03,31783.38
2017-10-04,31726.22
2017-10-05,31745.02
2017-10-06,31537.15
2017-10-09,31403.03
2017-10-10,31870.28
2017-10-11,31772.59
2017-10-13,31877.32
2017-10-16,31811.59
2017-10-17,31521.69
2017-10-18,31720.77
2017-10-19,31604.06
2017-10-20,31666.32
2017-10-23,31263.3
2017-10-24,31628.71
2017-10-25,31741.38
2017-10-26,31424.35
2017-10-27,31449.28
2017-10-30,30961.25
2017-10-31,30768.93
2017-11-01,30590.72
2017-11-03,30584.98
2017-11-06,30719.27
2017-11-07,29946.84
2017-11-08,30714.64
2017-11-09,30130.11
2017-11-10,29793.33
2017-11-13,29932.54
2017-11-14,29305.81
2017-11-16,29992.67
2017-11-17,30370.64
2017-11-21,30847.61
2017-11-22,30812.62
2017-11-23,30785.76
2017-11-24,30656.99
2017-11-27,30606.63
2017-11-28,30628.02
2017-11-29,30051.23
2017-11-30,29729.33
2017-12-01,29847.5
2017-12-04,30168.62
2017-12-05,29958.37
2017-12-06,30236.21
2017-12-07,29947.74
2017-12-08,30073.26
2017-12-11,30094.63
2017-12-12,30485.98
2017-12-13,30143.33
2017-12-14,29951.15
2017-12-15,30041.98
2017-12-18,30236.64
2017-12-19,30056.69
2017-12-20,30338.44
2017-12-21,31038.48
2017-12-22,31066.76
2017-12-26,31280.17
2017-12-27,31454.06
2017-12-28,31616.0
2018-01-02,32197.54
2018-01-03,32237.71
2018-01-04,32487.24
2018-01-05,32655.54
2018-01-08,32752.25
2018-01-09,32555.41
2018-01-10,32286.97
2018-01-11,32741.3
2018-01-12,32731.13
2018-01-15,32904.97
2018-01-16,32951.38
2018-01-17,33476.11
2018-01-18,33390.74
2018-01-19,33503.7
2018-01-22,33694.74
2018-01-23,33298.7
2018-01-24,34496.3
2018-01-26,35253.52
2018-01-29,34916.59
2018-01-30,34823.95
2018-01-31,35012.93
2018-02-01,35257.07
2018-02-02,34665.04
2018-02-05,33788.43
2018-02-06,34577.59
2018-02-07,34147.91
2018-02-08,33636.18
2018-02-09,33357.19
2018-02-14,34428.79
2018-02-15,34719.28
2018-02-16,34807.93
2018-02-19,34932.84
2018-02-20,35327.08
2018-02-21,35432.63
2018-02-22,35680.3
2018-02-23,35930.25
2018-02-26,36054.58
2018-02-27,35784.33
2018-02-28,35158.73
2018-03-01,35172.55
2018-03-02,35319.51
2018-03-05,35427.57
2018-03-06,35275.72
2018-03-07,35204.89
2018-03-08,35007.78
2018-03-09,35571.55
2018-03-12,35803.22
2018-03-13,35603.88
2018-03-14,35454.82
2018-03-15,35023.98
2018-03-16,35009.57
2018-03-19,34633.64
2018-03-20,34731.96
2018-03-21,35039.63
2018-03-22,34970.46
2018-03-23,34810.46
2018-03-26,35087.88
2018-03-27,34570.91
2018-03-28,34583.54
2018-03-29,35186.46
2018-04-02,34871.47
2018-04-03,34857.34
2018-04-04,34751.5
2018-04-05,35088.56
2018-04-06,34945.37
2018-04-09,34336.7
2018-04-10,34794.58
2018-04-11,35069.51
2018-04-12,35158.29
2018-04-13,34721.66
2018-04-16,34119.23
2018-04-17,34635.41
2018-04-18,35319.19
2018-04-19,35354.16
2018-04-20,35269.51
2018-04-23,35299.95
2018-04-24,35217.14
2018-04-25,35061.14
2018-04-26,35587.66
2018-04-27,35608.25
2018-04-30,35474.07
2018-05-02,34840.69
2018-05-03,34312.08
2018-05-04,34221.45
2018-05-07,34062.52
2018-05-08,34154.09
2018-05-09,34674.24
2018-05-10,35323.45
2018-05-11,35054.13
2018-05-14,35015.79
2018-05-15,34946.38
2018-05-16,35509.41
2018-05-17,34314.76
2018-05-18,34090.91
2018-05-21,33612.14
2018-05-22,34018.9
2018-05-23,33259.95
2018-05-24,32946.59
2018-05-25,32470.34
2018-05-28,31003.17
2018-05-29,31315.44
2018-05-30,31604.53
2018-06-01,31825.11
2018-06-04,32396.0
2018-06-05,31595.0
2018-06-06,31350.63
2018-06-07,30425.54
2018-06-08,30080.29
2018-06-11,29820.37
2018-06-12,29985.81
2018-06-13,29737.49
2018-06-14,29457.39
2018-06-15,29176.8
2018-06-18,28788.78
2018-06-19,29434.81
2018-06-20,29730.97
2018-06-21,28900.39
2018-06-22,29141.34
2018-06-25,29268.36
2018-06-26,29452.14
2018-06-27,29126.82
2018-06-28,29569.37
2018-06-29,29962.76
2018-07-02,29976.06
2018-07-03,30310.45
2018-07-04,30742.26
2018-07-05,30664.8
2018-07-06,30852.86
2018-07-10,30804.45
2018-07-11,30630.35
2018-07-12,31210.89
2018-07-13,31521.47
2018-07-16,31564.27
2018-07-17,32162.09
2018-07-18,31862.27
2018-07-19,31910.61
2018-07-20,32379.46
2018-07-23,32161.99
2018-07-24,32614.05
2018-07-25,33054.86
2018-07-26,32712.12
2018-07-27,32873.75
2018-07-30,33024.76
2018-07-31,32610.22
2018-08-01,32656.27
2018-08-02,32786.29
2018-08-03,33500.77
2018-08-06,33346.73
2018-08-07,33075.5
2018-08-08,32597.94
2018-08-09,32443.11
2018-08-10,31523.03
2018-08-13,31906.92
2018-08-14,32386.24
2018-08-15,31783.42
2018-08-16,31690.31
2018-08-17,31368.72
2018-08-20,31488.16
2018-08-21,31006.11
2018-08-22,31674.73
2018-08-23,31140.7
2018-08-24,31381.73
2018-08-27,32065.14
2018-08-28,31892.04
2018-08-29,32266.56
2018-08-30,31464.74
2018-08-31,31591.01
2018-09-03,31402.67
2018-09-04,30801.89
2018-09-05,30970.53
2018-09-06,31495.31
2018-09-10,31522.8
2018-09-11,30803.27
2018-09-12,30970.28
2018-09-13,30778.7
2018-09-14,31058.43
2018-09-17,31603.05
2018-09-18,32192.53
2018-09-19,32142.12
2018-09-20,32113.62
2018-09-21,32648.41
2018-09-24,32056.53
2018-09-25,32299.71
2018-09-26,32327.27
2018-09-27,32863.99
2018-09-28,32611.25
2018-10-01,32302.31
2018-10-02,33507.86
2018-10-03,34182.71
2018-10-04,34071.58
2018-10-05,33827.7
2018-10-08,35353.03
2018-10-09,35340.33
2018-10-10,34362.86
2018-10-11,34072.18
2018-10-15,34242.18
2018-10-16,35194.9
2018-10-17,35225.39
2018-10-18,34504.71
2018-10-19,34683.76
2018-10-22,35230.57
2018-10-23,35123.08
2018-10-24,34236.79
2018-10-25,34648.55
2018-10-26,35290.59
2018-10-29,34529.34
2018-10-30,35793.17
2018-10-31,36009.31
2018-11-01,36429.84
2018-11-05,36906.36
2018-11-06,36530.89
2018-11-07,36149.26
2018-11-08,35305.34
2018-11-09,35330.49
2018-11-12,35301.87
2018-11-13,35083.18
2018-11-14,35503.51
2018-11-16,36528.57
2018-11-19,36282.79
2018-11-21,36041.93
2018-11-22,36148.27
2018-11-23,35666.48
2018-11-26,35383.48
2018-11-27,36322.08
2018-11-28,36884.62
2018-11-29,37063.6
2018-11-30,36967.8
2018-12-03,37103.59
2018-12-04,36644.09
2018-12-05,36825.53
2018-12-06,36763.38
2018-12-07,36465.79
2018-12-10,35594.63
2018-12-11,35818.41
2018-12-12,36058.59
2018-12-13,36384.86
2018-12-14,36228.65
2018-12-17,35788.88
2018-12-18,35906.24
2018-12-19,35521.91
2018-12-20,35400.17
2018-12-21,35572.9
2018-12-26,35356.11
2018-12-27,35503.96
2018-12-28,36491.42
2019-01-02,37744.23
2019-01-03,37975.7
2019-01-04,38060.75
2019-01-07,37985.82
2019-01-08,38106.81
2019-01-09,38745.85
2019-01-10,38840.21
2019-01-11,38808.61
2019-01-14,39159.6
2019-01-15,39003.67
2019-01-16,39142.98
2019-01-17,39525.99
2019-01-18,39822.09
2019-01-21,39785.95
2019-01-22,39429.8
2019-01-23,40007.4
2019-01-24,40481.81
2019-01-28,39639.55
2019-01-29,39685.56
2019-01-30,40230.98
2019-01-31,40400.91
2019-02-01,40592.66
2019-02-04,40908.1
2019-02-05,40786.54
2019-02-06,39315.39
2019-02-07,39192.93
2019-02-08,39593.66
2019-02-11,39217.87
2019-02-12,39928.45
2019-02-13,39785.25
2019-02-14,40647.23
2019-02-15,40456.76
2019-02-18,40081.58
2019-02-19,40518.66
2019-02-20,40062.53
2019-02-21,40208.15
2019-02-22,40583.58
2019-02-25,40363.64
2019-02-26,40504.4
2019-02-27,40370.64
2019-02-28,39688.74
2019-03-01,39307.83
2019-03-06,39140.1
2019-03-07,39161.77
2019-03-08,39607.12
2019-03-11,40666.02
2019-03-12,40612.06
2019-03-13,41025.74
2019-03-14,40916.68
2019-03-15,41121.34
2019-03-18,41471.35
2019-03-19,41325.09
2019-03-20,40684.05
2019-03-21,40146.78
2019-03-22,38953.24
2019-03-25,38937.7
2019-03-26,39604.02
2019-03-27,38206.79
2019-03-28,39202.85
2019-03-29,39643.35
2019-04-01,39908.16
2019-04-02,39640.08
2019-04-03,39303.14
2019-04-04,40011.85
2019-04-05,40338.78
2019-04-08,40427.94
2019-04-09,39983.3
2019-04-10,39854.67
2019-04-11,39387.67
2019-04-12,38648.2
2019-04-15,38723.56
2019-04-16,39213.29
2019-04-17,38771.46
2019-04-18,39268.1
2019-04-22,39304.52
2019-04-23,39856.18
2019-04-24,39525.39
2019-04-25,40127.16
2019-04-26,40003.17
2019-04-29,39984.15
2019-04-30,40062.33
2019-05-02,39771.52
2019-05-03,39954.92
2019-05-06,39572.07
2019-05-07,39332.06
2019-05-08,39824.0
2019-05-09,39525.72
2019-05-10,39300.51
2019-05-13,38275.56
2019-05-14,38422.63
2019-05-15,38226.03
2019-05-16,37565.26
2019-05-17,37536.59
2019-05-20,38337.63
2019-05-21,39394.81
2019-05-22,39359.39
2019-05-23,39167.87
2019-05-24,39036.83
2019-05-27,39531.49
2019-05-28,40172.71
2019-05-29,40263.12
2019-05-30,40647.77
2019-05-31,40519.55
2019-06-03,40517.57
