,OIBR4.SA,TIET3.SA,LAME4.SA,LAME3.SA,SANB4.SA,COCE3.SA,SANB11.SA,ROMI3.SA,OIBR3.SA,BRKM3.SA,GGBR4.SA,BBDC3.SA,SULA11.SA,KLBN3.SA,CLSC3.SA,FLRY3.SA,AEDU3.SA,VIVT4.SA,KLBN11.SA,ELPL3.SA,EMBR3.SA,ODPV3.SA,FIBR3.SA,SUZB3.SA,SULA4.SA,TIET4.SA,ITSA3.SA,BBAS3.SA,ITUB3.SA,CESP6.SA,CPFE3.SA,EVEN3.SA,ITSA4.SA,BRFS3.SA,KLBN4.SA,COCE5.SA,ELET5.SA,CPLE3.SA,BRKM5.SA,USIM6.SA,TIMP3.SA,USIM3.SA,UGPA3.SA,SBSP3.SA,CSMG3.SA,CPLE6.SA,GOAU4.SA,BBDC4.SA,CLSC4.SA,VIVT3.SA,CESP3.SA,NTCO3.SA,LIGT3.SA,MRVE3.SA,GGBR3.SA,TIET11.SA,SULA3.SA,GOAU3.SA
2019-02,1.8,2.0651,19.6979,14.7082,20.516,39.8301,41.6237,7.1693,1.79,48.7789,14.8386,27.3557,28.4694,5.3361,,18.6838,,42.3804,16.3753,33.5,19.08,15.8239,,47.1468,8.2029,2.1651,14.1653,46.5342,30.2734,21.6121,26.8021,5.8349,11.7559,20.57,2.9901,50.8131,39.6556,31.1421,52.9096,10.8592,11.4381,11.0453,25.7211,37.1356,57.5923,34.1014,7.0194,30.7164,51.3324,37.3269,19.6837,48.3603,19.6688,11.9684,12.1625,9.5583,12.4947,7.2531
2019-03,1.51,1.9688,16.5914,12.9629,20.0268,40.7353,40.7255,7.2087,1.52,47.9918,14.9379,26.8854,28.3018,4.4835,,19.7357,,43.4202,15.4584,34.5,18.45,15.6653,,46.0488,8.3899,2.0535,13.8627,45.466,29.0473,21.648,26.6187,5.8642,11.4037,22.65,2.9516,48.3186,39.6556,30.7399,49.5055,9.872,11.4091,11.4789,22.9347,39.6364,57.8596,34.7311,7.0002,30.4959,50.0491,38.4263,20.0524,45.3715,20.3624,12.3207,11.9863,9.0986,11.5124,7.0378
2019-04,1.68,1.9247,15.5525,12.551,21.5343,42.3951,41.939,6.2244,1.69,46.6153,13.9611,26.438,29.6314,4.3397,,20.0743,,43.9349,15.068,32.65,19.64,16.0009,,40.73,8.9486,2.0443,13.0495,46.3618,28.5754,23.9401,26.0423,6.3627,11.3371,31.05,2.8943,49.7822,41.337,36.8173,46.471,8.7477,11.3123,10.4652,20.4949,45.4627,65.3728,39.6803,6.6949,30.3385,44.026,37.6177,22.4029,52.2188,21.19,12.7787,11.4165,9.2016,11.7927,6.7825
2019-05,1.6,2.0798,15.968,12.6491,20.5593,41.3015,42.5821,7.2975,1.47,38.9435,13.7547,27.8606,33.1548,3.8476,,19.1552,,45.6776,14.4481,33.0,18.95,15.7291,,32.08,10.8329,2.1705,13.4277,48.798,29.3301,24.5706,27.2855,6.7438,11.7939,27.7,2.8051,52.358,41.337,44.5597,41.608,8.1512,10.6446,9.7516,20.1825,42.764,58.8733,46.2295,6.4194,31.5662,50.1084,38.8717,23.5697,59.9556,18.94,15.1477,11.4075,10.0733,11.4156,6.5083
2019-06,1.65,2.1883,16.2945,12.9237,21.0793,47.1371,42.3584,8.0383,1.6,34.0755,15.0736,28.5585,35.6337,3.9733,,20.6547,,47.4458,15.1912,45.95,19.41,17.6278,,32.85,10.9846,2.2569,12.4617,50.9298,30.3389,25.2011,27.0104,8.1121,12.2896,29.52,2.97,56.4945,41.337,45.3039,34.0703,8.1512,11.2542,10.4057,19.6165,45.7239,63.6752,46.8074,7.1723,32.2143,47.4711,38.408,25.0072,56.467,19.38,18.0121,12.3565,10.3277,11.986,6.8737
2019-07,1.72,2.6404,17.9567,13.7178,20.0948,49.0226,40.158,10.164,1.56,33.9198,13.6357,26.7133,39.9074,4.0119,,22.7633,,50.3139,14.9033,47.19,19.31,16.8941,,30.67,13.5318,2.3529,11.9977,46.4731,29.154,26.8793,28.6081,9.5782,11.8894,33.41,2.8438,56.8775,41.337,46.6282,33.1074,10.0538,11.8251,9.9298,19.4115,51.6534,64.0172,47.3371,6.5878,29.6122,44.5653,41.4351,26.0527,61.1451,19.35,18.6655,11.6942,11.223,13.7163,6.5181
2019-08,1.64,2.4849,18.5305,14.1297,19.1979,46.1943,39.9236,8.9385,1.19,28.8182,12.8363,26.0323,46.0141,3.3866,,23.417,,51.632,14.3279,48.15,17.95,16.4832,,29.08,11.0982,2.2782,12.1248,44.0747,29.7075,25.7945,28.759,11.0638,12.0379,38.14,2.8303,57.5382,43.0684,54.4575,27.4469,7.9933,12.0548,9.5231,16.2142,50.009,65.8789,50.1783,6.2324,28.2975,44.105,42.3283,25.0165,65.9532,20.25,18.1317,10.9342,10.6628,23.1988,6.0552
2019-09,1.43,2.3847,19.7473,14.6396,20.3657,46.1943,42.4822,9.9236,0.95,32.7612,13.1255,26.8642,45.627,3.4841,,25.7782,,52.8536,14.6419,48.55,17.91,15.6776,,33.65,11.4046,2.3169,12.9338,43.5715,29.9413,26.425,29.194,10.2624,12.931,38.2,2.8795,57.4616,43.0684,49.3926,31.6291,6.968,11.6726,9.2751,18.2583,47.9777,64.986,47.7801,6.2324,29.1475,41.3335,41.1774,23.691,33.8462,19.2,16.2356,10.9342,10.8859,21.8119,6.0253
2019-10,1.31,2.2664,19.777,14.8161,19.5629,46.1943,44.3764,9.9666,0.95,28.88,13.3948,29.1,46.1815,3.6305,,24.8318,,51.0644,15.051,49.13,17.53,14.3485,,32.64,12.3653,2.2394,13.4503,46.1192,31.0005,27.5377,29.3094,11.9141,13.451,35.51,2.9875,60.3247,41.3457,53.0946,27.7,7.9634,11.3482,8.7692,18.6335,52.8335,64.5081,53.6166,6.2723,31.1681,38.351,40.9746,25.8566,31.1473,19.9,16.1896,11.0934,10.4486,22.4804,6.0154
2019-11,1.25,2.5103,22.0427,16.1496,18.8575,47.1371,41.5851,10.0595,0.92,28.61,17.0,27.6974,50.8677,3.9203,,27.8077,,54.114,17.3259,49.32,18.0,15.4982,,38.56,15.0285,2.4794,12.9532,46.1569,29.8113,27.8529,28.0401,12.2171,13.0193,36.6,3.3904,60.3247,42.9521,64.742,27.99,7.8639,13.4549,9.2156,21.5367,55.5225,65.4639,60.917,7.8,29.5891,45.8408,42.6322,27.0608,33.1065,20.47,16.9086,14.2623,11.7975,21.3081,7.2908
2019-12,1.23,4.0293,25.8959,19.6861,22.1306,49.0226,46.696,12.7723,0.86,31.54,20.0,30.6632,57.9014,4.2554,,29.7884,,55.7782,18.3706,,19.73,16.4386,,39.68,17.0656,2.97,13.7205,51.1822,31.8712,29.6146,31.5551,15.2078,13.8497,35.2,3.5462,59.7597,37.5753,69.1,29.85,9.4068,15.5715,9.7909,25.1607,58.5792,64.986,69.07,9.28,32.5848,49.3892,45.1551,30.3372,38.67,23.76,21.1391,17.0768,15.2358,24.1024,8.6273
